taxonname,group,2010,2011,2012,2013,2014,2015,2016,2017,2019,2020
Ablabesmyia_monilis,Diptera,0,0,0,0,0,0,0,0,0,0
Ablabesmyia_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Acentrella_inexpectata,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Acentria_ephemerella,Lepidoptera,0,0,0,0,0,0,0,0,0,0
Acilius_canaliculatus_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Acilius_sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Acroloxus_lacustris,Gastropoda,0,0,0,0,0,0,0,0,0,0
Aeshna_caerulea,Odonata,0,0,0,0,0,0,0,0,0,0
Aeshna_cyanea,Odonata,0,0,0,0,0,0,0,0,0,0
Aeshna_grandis,Odonata,0,0,0,0,0,0,0,0,0,0
Aeshna_juncea,Odonata,0,0,0,0,0,0,0,0,0,0
Aeshna_sp.,Odonata,0,0,0,0,0,0,0,0,0,0
Agabus_sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Agapetus_ochripes,Trichoptera,0,0,0,0,0,0,0,0,0,0
Agapetus_sp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Agraylea_multipunctata,Trichoptera,0,0,0,0,0,0,0,0,0,0
Agrypnia_obsoleta,Trichoptera,0,0,0,0,0,0,0,0,0,0
Agrypnia_pagetana,Trichoptera,0,0,0,0,0,0,0,0,0,0
Allotrichia_pallicornis,Trichoptera,0,0,0,0,0,0,0,0,0,0
Ametropus_sp.,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Ampullaceana_ampla,Gastropoda,0,0,0,0,0,0,0,0,0,0
Ampullaceana_balthica,Gastropoda,0,0,0,0,0,0,0,0,0,0
Ampullaceana_lagotis,Gastropoda,0,0,0,0,0,0,0,0,0,0
Anabolia_laevis,Trichoptera,0,0,0,0,0,0,0,0,0,0
Anabolia_sp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Anax_imperator,Odonata,0,0,0,0,0,0,0,0,0,0
Anax_parthenope,Odonata,0,0,0,0,0,0,0,0,0,0
Ancylus_fluviatilis,Gastropoda,0.01,0,0.01,0.01,0.02,0.02,0.01,0.01,0,0
Anisus_sp.,Gastropoda,0,0,0,0,0,0,0,0,0,0
Anisus_spirorbis,Gastropoda,0,0,0,0,0,0,0,0,0,0
Anisus_vortex,Gastropoda,0,0,0,0,0,0,0,0,0,0
Anodonta_anatina,Bivalvia,0,0,0,0,0,0,0,0,0,0
Anodonta_cygnea,Bivalvia,0,0,0,0,0,0,0,0,0,0
Anodonta_sp.,Bivalvia,0,0,0,0,0,0,0,0,0,0
Anopheles_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Apatania_auricula,Trichoptera,0,0,0,0,0,0,0,0,0,0
Apatania_sp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Aphelocheirus_aestivalis,Hemiptera,0.03,0,0.02,0.03,0.02,0.03,0.01,0.02,0,0.01
Asellus_aquaticus,Crustacea,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.07,0.02
Astacus_leptodactylus,Crustacea,0,0,0,0,0,0,0,0,0,0
Astacus_sp.,Crustacea,0,0,0,0,0,0,0,0,0,0
Athericidae_Gen._sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Atherix_ibis,Diptera,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0,0
Atherix_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Athripsodes_albifrons,Trichoptera,0,0,0,0,0,0,0,0,0,0
Athripsodes_aterrimus,Trichoptera,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0
Athripsodes_bilineatus_ssp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Athripsodes_cinereus,Trichoptera,0,0,0,0,0,0,0,0,0,0
Athripsodes_sp.,Trichoptera,0,0,0,0,0,0.01,0,0,0,0
Atrichops_crassipes,Diptera,0,0,0,0,0,0,0,0,0,0
Atrichops_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Baetidae_Gen._sp.,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Baetis_digitatus,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Baetis_fuscatus,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Baetis_rhodani,Ephemeroptera,0.03,0,0.02,0.02,0.01,0,0.02,0.01,0,0.02
Baetis_scambus,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Baetis_sp.,Ephemeroptera,0.02,0.01,0.01,0.03,0.04,0.04,0.04,0.01,0,0
Baetis_tricolor,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Bathyomphalus_contortus,Gastropoda,0,0,0,0,0,0,0,0,0,0
Beraea_pullata,Trichoptera,0,0,0,0,0,0,0,0,0,0
Beraeodes_minutus,Trichoptera,0,0,0,0.01,0,0,0,0,0,0
Berosus_sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Bezzia_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Bithynia_leachii_ssp.,Gastropoda,0,0,0.01,0,0,0.01,0,0.01,0,0
Bithynia_tentaculata,Gastropoda,0.03,0.01,0.04,0.02,0.02,0.02,0.02,0.02,0,0.01
Bithynia_transsilvanica,Gastropoda,0,0,0,0,0,0,0,0,0,0
Borysthenia_naticina,Gastropoda,0,0,0.01,0,0.01,0.01,0.01,0.02,0,0
Brachycentrus_maculatus,Trichoptera,0,0,0.01,0,0,0,0,0,0,0
Brachycentrus_sp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Brachycentrus_subnubilus,Trichoptera,0.02,0,0.03,0.01,0.02,0.03,0.02,0.01,0,0
Brachycercus_harrisella,Ephemeroptera,0,0,0,0,0.01,0,0,0,0,0
Brachytron_pratense,Odonata,0,0,0,0,0,0,0,0,0,0
Brillia_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Brychius_elevatus_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Caenidae_Gen._sp.,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Caenis_horaria,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Caenis_luctuosa,Ephemeroptera,0,0,0,0,0,0,0,0.01,0,0
Caenis_macrura,Ephemeroptera,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.25,0.02
Caenis_sp.,Ephemeroptera,0,0.01,0,0,0,0.01,0,0,0,0
Callicorixa_praeusta_ssp.,Hemiptera,0,0,0,0,0,0,0,0,0,0
Calopteryx_sp.,Odonata,0,0,0,0,0,0,0,0,0,0
Calopteryx_splendens,Odonata,0,0,0,0.01,0.01,0,0.01,0,0,0.01
Calopteryx_virgo,Odonata,0.02,0,0.01,0,0,0,0,0,0,0.01
Capnia_sp.,Plecoptera,0,0,0,0,0,0,0,0,0,0
Capnopsis_schilleri_ssp.,Plecoptera,0,0,0,0,0,0,0,0,0,0
Cataclysta_lemnata,Lepidoptera,0,0,0,0,0,0.01,0,0,0,0
Centroptilum_luteolum,Ephemeroptera,0,0,0,0.01,0.01,0.01,0,0.01,0,0
Ceraclea_albimacula,Trichoptera,0,0,0,0,0,0,0,0,0,0
Ceraclea_annulicornis,Trichoptera,0,0,0.02,0,0,0,0,0,0,0
Ceraclea_fulva,Trichoptera,0,0,0,0,0,0,0,0,0,0
Ceraclea_sp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Ceratopogonidae_Gen._sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Chaetogammarus_warpachowskyi,Crustacea,0,0,0,0,0,0.01,0,0,0,0.01
Chaetopteryx_villosa_ssp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Chaoborus_crystallinus,Diptera,0,0,0,0,0,0,0,0,0,0
Chelicorophium_curvispinum,Crustacea,0,0.03,0,0.01,0,0.01,0,0,0,0.02
Cheumatopsyche_lepida,Trichoptera,0.01,0,0.02,0,0.01,0,0.01,0.01,0,0
Chironomidae_Gen._sp.,Diptera,0.07,0.18,0.05,0.07,0.05,0.05,0.08,0.05,0.18,0.16
Chironominae_Gen._sp.,Diptera,0,0,0,0,0,0,0.01,0,0,0
Chironomus_dorsalis,Diptera,0,0,0,0,0,0,0,0,0,0
Chironomus_plumosus,Diptera,0,0,0,0,0,0,0,0,0,0
Chironomus_riparius,Diptera,0,0,0,0,0,0,0,0,0,0
Chironomus_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Chloroperla_sp.,Plecoptera,0,0,0.01,0.01,0,0,0,0,0,0
Chrysopilus_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Chrysops_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Clinotanypus_nervosus,Diptera,0,0,0,0,0,0,0,0,0,0
Cloeon_dipterum,Ephemeroptera,0,0,0.01,0,0.02,0.03,0,0.01,0,0.01
Cloeon_simile,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Cloeon_sp.,Ephemeroptera,0,0,0.01,0,0.02,0,0,0.01,0.01,0
Coenagrion_armatum,Odonata,0,0,0,0,0,0,0,0,0,0
Coenagrion_puella,Odonata,0,0,0,0,0,0,0,0,0,0
Coenagrion_pulchellum,Odonata,0,0,0,0,0,0,0,0,0,0
Coenagrion_sp.,Odonata,0,0,0,0,0,0,0,0,0,0
Coenagrionidae_Gen._sp.,Odonata,0,0,0,0,0,0,0,0,0,0
Colymbetinae_Gen._sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Cordulegaster_boltonii,Odonata,0,0,0,0,0,0,0,0,0,0
Cordulia_aenea,Odonata,0,0,0,0,0,0,0,0,0,0
Corixa_sp.,Hemiptera,0,0,0.01,0.01,0,0.01,0,0,0,0
Corixidae_Gen._sp.,Hemiptera,0,0,0.01,0,0,0,0,0,0,0
Corophiidae_Gen._sp.,Crustacea,0,0,0,0,0,0,0,0,0,0
Cricotopus_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Cricotopus_sylvestris,Diptera,0,0,0,0,0,0,0,0,0,0
Crunoecia_irrorata_ssp.,Trichoptera,0,0,0,0,0.01,0,0,0,0,0
Crunoecia_sp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Cryptochironomus_defectus,Diptera,0,0,0,0,0,0,0,0,0,0
Cryptochironomus_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Cybister_lateralimarginalis_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Cymatia_coleoptrata,Hemiptera,0,0,0,0,0,0,0,0,0,0
Cyrnus_crenaticornis,Trichoptera,0,0,0,0,0,0,0,0,0,0
Cyrnus_flavidus,Trichoptera,0,0,0,0,0,0,0,0,0,0
Cyrnus_insolutus,Trichoptera,0,0,0,0,0,0,0,0,0,0
Cyrnus_trimaculatus,Trichoptera,0,0,0,0,0,0,0,0,0,0
Dendrocoelum_lacteum,Platyhelminthes,0,0,0,0,0,0,0,0,0,0
Deronectes_latus_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Diamesinae_Gen._sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Dicranota_bimaculata,Diptera,0.01,0,0.02,0.01,0.01,0.01,0.01,0,0,0
Dixa_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Dixella_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Dixidae_Gen._sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Dolichopodidae_Gen._sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Dreissena_polymorpha,Bivalvia,0,0.02,0,0.02,0,0.01,0.01,0,0,0
Dryopidae_Gen._sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0.01,0,0.02
Dugesiidae_Gen._sp.,Platyhelminthes,0,0,0,0,0,0,0,0,0,0
Dytiscidae_Gen._sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Dytiscus_marginalis_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Dytiscus_sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Eiseniella_tetraedra,Oligochaeta,0,0,0,0,0,0,0,0,0,0
Elmidae_Gen._sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Elmis_aenea_Ad.,Coleoptera,0.02,0,0.02,0.03,0.02,0.01,0.02,0.01,0,0.01
Elmis_sp._Ad.,Coleoptera,0,0,0,0,0,0.01,0,0,0,0
Elodes_sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Eloeophila_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Elophila_sp.,Lepidoptera,0,0,0,0,0,0,0,0,0,0
Empididae_Gen._sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Enallagma_cyathigerum,Odonata,0,0,0,0,0,0,0,0,0,0
Enallagma_sp.,Odonata,0,0,0,0,0,0,0,0,0,0
Endochironomus_sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Endochironomus_tendens,Diptera,0,0,0,0,0,0,0,0,0,0
Ephemera_danica,Ephemeroptera,0.02,0,0.01,0.01,0.01,0,0.01,0,0,0
Ephemera_lineata,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Ephemera_sp.,Ephemeroptera,0,0.01,0,0,0,0,0,0,0,0
Ephemera_vulgata,Ephemeroptera,0,0,0,0.01,0.01,0.01,0,0.01,0,0.01
Ephemerella_sp.,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Ephydridae_Gen._sp.,Diptera,0,0,0,0,0,0,0,0,0,0
Epitheca_bimaculata,Odonata,0,0,0,0,0,0,0,0,0,0
Erpobdella_octoculata,Hirudinea,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Erythromma_najas,Odonata,0,0,0,0,0,0,0,0,0,0
Erythromma_viridulum,Odonata,0,0,0,0,0,0,0,0,0,0
Esolus_sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Galba_truncatula,Gastropoda,0,0,0,0,0,0,0,0,0,0
Gammarus_lacustris,Crustacea,0.03,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0
Gammarus_pulex,Crustacea,0,0,0,0,0,0,0,0.02,0,0.01
Gammarus_sp.,Crustacea,0.01,0.02,0,0,0,0,0,0,0,0
Gerris_lacustris,Hemiptera,0,0,0,0,0,0,0,0,0,0
Gerris_sp.,Hemiptera,0,0,0,0,0,0,0,0,0,0
Glossiphonia_complanata,Hirudinea,0,0.01,0,0,0,0,0,0,0,0
Glossiphonia_concolor,Hirudinea,0,0,0,0,0,0,0,0,0,0
Glossiphonia_heteroclita,Hirudinea,0,0,0,0,0,0,0,0,0,0
Glossosoma_boltoni,Trichoptera,0,0,0,0,0,0,0,0,0,0
Goera_pilosa,Trichoptera,0.01,0,0.01,0,0,0,0,0,0,0
Goeridae_Gen._sp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Gomphus_flavipes,Odonata,0,0,0,0,0,0,0,0,0,0
Gomphus_sp.,Odonata,0,0,0,0,0,0,0,0,0,0
Gomphus_vulgatissimus,Odonata,0,0,0,0.01,0,0,0,0,0,0
Grammotaulius_nigropunctatus,Trichoptera,0,0,0,0,0,0,0,0,0,0
Gyraulus_albus,Gastropoda,0,0,0,0,0,0,0,0,0,0
Gyraulus_crista,Gastropoda,0,0,0,0,0,0,0,0,0,0
Gyraulus_riparius,Gastropoda,0,0,0,0,0,0,0,0,0,0
Gyraulus_rossmaessleri,Gastropoda,0,0,0,0,0,0,0,0,0,0
Gyraulus_sp.,Gastropoda,0.01,0,0.02,0.01,0.01,0.01,0.02,0.01,0,0
Gyrinidae_Gen._sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Gyrinus_aeratus_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Gyrinus_minutus_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Gyrinus_natator_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Gyrinus_paykulli_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Gyrinus_sp._Ad.,Coleoptera,0.01,0,0,0,0.01,0.01,0,0,0,0
Habrophlebia_fusca,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Habrophlebia_lauta,Ephemeroptera,0,0,0,0,0,0,0,0,0,0
Haemopis_sanguisuga,Hirudinea,0,0,0,0,0,0,0,0,0,0
Haemopis_sp.,Hirudinea,0,0,0,0,0,0,0,0,0,0
Halesus_digitatus_ssp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Halesus_radiatus,Trichoptera,0,0,0,0,0,0,0,0,0,0
Halesus_sp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Haliplidae_Gen._sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Haliplus_confinis_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Haliplus_flavicollis_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Haliplus_fluviatilis_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Haliplus_lineolatus_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0.01,0
Haliplus_ruficollis_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Haliplus_sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Helobdella_stagnalis,Hirudinea,0,0,0,0,0,0,0,0,0.01,0
Hemiclepsis_marginata,Hirudinea,0,0,0,0,0,0,0,0,0,0
Heptagenia_coerulans,Ephemeroptera,0.01,0,0,0,0,0,0,0,0,0
Heptagenia_flava,Ephemeroptera,0,0,0.01,0,0,0.01,0,0,0,0
Heptagenia_longicauda,Ephemeroptera,0,0,0,0,0,0,0.01,0,0,0
Heptagenia_sp.,Ephemeroptera,0.01,0,0,0,0,0,0,0,0,0
Heptagenia_sulphurea,Ephemeroptera,0.01,0,0.02,0.01,0,0,0.01,0.01,0,0
Hesperocorixa_sahlbergi,Hemiptera,0,0,0,0,0,0,0,0,0,0
Hesperocorixa_sp.,Hemiptera,0,0,0,0,0.01,0,0,0,0,0
Holocentropus_dubius,Trichoptera,0,0,0,0,0,0,0,0,0,0
Hydatophylax_infumatus,Trichoptera,0,0,0,0,0,0,0,0,0,0
Hydraena_gracilis_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Hydraena_sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Hydraenidae_Gen._sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Hydrochus_sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Hydrophilidae_Gen._sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Hydropsyche_angustipennis_ssp.,Trichoptera,0.02,0,0.02,0.02,0.01,0.01,0.02,0.03,0,0.01
Hydropsyche_contubernalis_ssp.,Trichoptera,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0,0
Hydropsyche_pellucidula,Trichoptera,0.02,0,0,0.01,0,0,0,0.01,0,0
Hydropsyche_siltalai,Trichoptera,0.01,0,0.01,0.01,0,0,0,0,0,0
Hydropsyche_sp.,Trichoptera,0.01,0,0,0.01,0,0.01,0,0,0,0
Hydropsychidae_Gen._sp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Hydroptila_sp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Hydroptila_tineoides,Trichoptera,0,0,0,0,0.03,0.02,0.01,0,0,0
Hydroptilidae_Gen._sp.,Trichoptera,0,0,0,0,0,0,0,0,0,0
Hygrotus_inaequalis_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Hyphydrus_ovatus_Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
Ilybius_sp._Ad.,Coleoptera,0,0,0,0,0,0,0,0,0,0
