"","estimate","se","pval","site_id","Response"
"1",-0.0165996300737225,0.0115904159801062,0.202060594640821,"LTR1","flow"
"2",-0.00810320431883722,0.0174740610849976,0.662330401248221,"LTR105","flow"
"3",-0.019509900644801,0.0118238600407733,0.150026486369784,"LTR11","flow"
"4",-0.033472056667313,0.0074318123387084,0.00408697824573166,"LTR127","flow"
"5",NA,NA,NA,"LTR1282","flow"
"6",-0.0277120033486777,0.00602193205645522,0.00368486733969338,"LTR13","flow"
"7",0.00140366569534814,0.00106013978979652,0.23369431976568,"LTR1301","flow"
"8",NA,NA,NA,"LTR1319","flow"
"9",-0.0172329693039974,0.0112885555786182,0.17771627360149,"LTR133","flow"
"10",NA,NA,NA,"LTR1348","flow"
"11",-0.0578196095198256,0.0255478568509465,0.0642660770517608,"LTR137","flow"
"12",NA,NA,NA,"LTR1438","flow"
"13",NA,NA,NA,"LTR1462","flow"
"14",NA,NA,NA,"LTR161","flow"
"15",NA,NA,NA,"LTR175","flow"
"16",NA,NA,NA,"LTR192","flow"
"17",NA,NA,NA,"LTR231","flow"
"18",NA,NA,NA,"LTR245","flow"
"19",-0.0249573116098435,0.00990821211779419,0.0453574329428786,"LTR26","flow"
"20",0.00355664666570442,0.0211443157335236,0.871946332972599,"LTR268","flow"
"21",-0.0432378443060424,0.0269156845723544,0.16909128954993,"LTR325","flow"
"22",-0.00331798476491799,0.00869940643998909,0.718573605908018,"LTR327","flow"
"23",-0.0469071292969065,0.0207238715731299,0.064244330217838,"LTR33","flow"
"24",NA,NA,NA,"LTR387","flow"
"25",-0.0229376789531518,0.0199862234834611,0.294795562341421,"LTR40","flow"
"26",-0.0862664174684822,0.0709134444502353,0.278081157138033,"LTR401","flow"
"27",-0.0368093434167477,0.0209052597028431,0.12875806743985,"LTR41","flow"
"28",-0.0139057618501376,0.0146373220988322,0.378782411787359,"LTR43","flow"
"29",NA,NA,NA,"LTR450","flow"
"30",-0.0170242059305553,0.0119226191574154,0.203238248502532,"LTR50","flow"
"31",-0.017663045589012,0.010873577095088,0.155416091211546,"LTR612","flow"
"32",-0.0118943543775932,0.00855551015969747,0.213831217338493,"LTR62","flow"
"33",-0.0129129576585726,0.00881558708359613,0.193323505574599,"LTR65","flow"
"34",-0.0168966407683721,0.0115814067495239,0.194862903292095,"LTR70","flow"
"35",-0.0213413073209108,0.0297102220930508,0.499565676737144,"LTR78","flow"
"36",NA,NA,NA,"LTR787","flow"
"37",0.0105921197733777,0.0215693939777016,0.640819120186992,"LTR79","flow"
"38",-0.0247651480985226,0.0234983033332239,0.34016504680367,"LTR82","flow"
"39",-0.000783010533382703,0.0256075088884554,0.976598323393055,"LTR86","flow"
"40",0.00289898529621292,0.0310720776338051,0.929289417327127,"LTR88","flow"
"41",0.0107893534269583,0.0221569094608636,0.64356941845311,"LTR92","flow"
"42",-0.00694735497554329,0.0034615223737937,0.0915312701124785,"LTR1","NH4.N"
"43",0.00945888591471307,0.018845591619782,0.637043603679117,"LTR105","NH4.N"
"44",-0.0336416233259408,0.00837871487958709,0.00699746535771479,"LTR11","NH4.N"
"45",-0.0207156044295064,0.0135416619254241,0.17694583627306,"LTR127","NH4.N"
"46",NA,NA,NA,"LTR1282","NH4.N"
"47",-0.0232940633714703,0.00845782376232302,0.0331095965017951,"LTR13","NH4.N"
"48",-0.024441970843874,0.0139044762843857,0.129279335389388,"LTR1301","NH4.N"
"49",NA,NA,NA,"LTR1319","NH4.N"
"50",-0.0449316914402278,0.0208871756604439,0.0749859430544102,"LTR133","NH4.N"
"51",NA,NA,NA,"LTR1348","NH4.N"
"52",-0.00990255174311882,0.0208694212326608,0.651919683862585,"LTR137","NH4.N"
"53",NA,NA,NA,"LTR1438","NH4.N"
"54",NA,NA,NA,"LTR1462","NH4.N"
"55",NA,NA,NA,"LTR161","NH4.N"
"56",NA,NA,NA,"LTR175","NH4.N"
"57",NA,NA,NA,"LTR192","NH4.N"
"58",NA,NA,NA,"LTR231","NH4.N"
"59",NA,NA,NA,"LTR245","NH4.N"
"60",-0.00554964955108414,0.0124612684835525,0.671683274592672,"LTR26","NH4.N"
"61",-0.0160971866224631,0.00545326909495856,0.0255518365959658,"LTR268","NH4.N"
"62",-0.0219405425732757,0.00679250841470538,0.02320301623646,"LTR325","NH4.N"
"63",-0.0106764751287839,0.00463151386481862,0.069322807590868,"LTR327","NH4.N"
"64",-0.0460222645707868,0.0106152044033199,0.0048992205892331,"LTR33","NH4.N"
"65",NA,NA,NA,"LTR387","NH4.N"
"66",-0.0312081342056064,0.0194053607945036,0.158911110295429,"LTR40","NH4.N"
"67",0.00950843183487593,0.0340885309313849,0.791464878174549,"LTR401","NH4.N"
"68",-0.0454844859791985,0.0202765525250695,0.0660552340668022,"LTR41","NH4.N"
"69",-0.00100143807061722,0.0105463707709225,0.927441855341474,"LTR43","NH4.N"
"70",NA,NA,NA,"LTR450","NH4.N"
"71",-0.0250196455728086,0.0120894261209943,0.0839399480482312,"LTR50","NH4.N"
"72",-0.0160009780625542,0.0113229625724875,0.20733053287353,"LTR612","NH4.N"
"73",0.000713507569540648,0.00614003562651939,0.911281342321494,"LTR62","NH4.N"
"74",-0.00393803930927264,0.00366085002240815,0.323395257618527,"LTR65","NH4.N"
"75",-0.0219627776650682,0.00689079083365098,0.0189015109153336,"LTR70","NH4.N"
"76",-0.0102765707204425,0.0194196312007637,0.615674646177386,"LTR78","NH4.N"
"77",NA,NA,NA,"LTR787","NH4.N"
"78",-0.0184088127925263,0.0137672174485488,0.229634596181114,"LTR79","NH4.N"
"79",0.000740429050498681,0.0133193442389026,0.957821012034798,"LTR82","NH4.N"
"80",-0.0357268320411122,0.0157670862632982,0.0640261067802905,"LTR86","NH4.N"
"81",-0.101838479990901,0.0397317842220005,0.0504532308751997,"LTR88","NH4.N"
"82",-0.0207532507071197,0.0301146326583707,0.516484003538581,"LTR92","NH4.N"
"83",0.0957061239627779,0.0349316067552563,0.0337439939755797,"LTR1","o2_dis"
"84",0.102058765324865,0.152286472872292,0.532448131870634,"LTR105","o2_dis"
"85",0.180239659276998,0.0601955511102391,0.0241875243343549,"LTR11","o2_dis"
"86",-0.0501371515177703,0.0551663001673722,0.398470633935218,"LTR127","o2_dis"
"87",NA,NA,NA,"LTR1282","o2_dis"
"88",-0.0482125596403134,0.119928190902616,0.701604352775679,"LTR13","o2_dis"
"89",0.119999999984777,0.0602832987809258,0.0936380036518624,"LTR1301","o2_dis"
"90",NA,NA,NA,"LTR1319","o2_dis"
"91",0.245472456564523,0.0676756545556424,0.011002078416077,"LTR133","o2_dis"
"92",NA,NA,NA,"LTR1348","o2_dis"
"93",0.0535866390452138,0.0966882581334036,0.599460068527143,"LTR137","o2_dis"
"94",NA,NA,NA,"LTR1438","o2_dis"
"95",NA,NA,NA,"LTR1462","o2_dis"
"96",NA,NA,NA,"LTR161","o2_dis"
"97",NA,NA,NA,"LTR175","o2_dis"
"98",NA,NA,NA,"LTR192","o2_dis"
"99",NA,NA,NA,"LTR231","o2_dis"
"100",NA,NA,NA,"LTR245","o2_dis"
"101",0.088299999974301,0.114613020841147,0.470289400583403,"LTR26","o2_dis"
"102",0.12498304324515,0.160199797952335,0.464945468594914,"LTR268","o2_dis"
"103",-0.028898221130871,0.116213858136857,0.81351141250728,"LTR325","o2_dis"
"104",-0.00521515264048856,0.15530389355107,0.974511128753579,"LTR327","o2_dis"
"105",0.164329694760367,0.0423239793837235,0.00814556725479984,"LTR33","o2_dis"
"106",NA,NA,NA,"LTR387","o2_dis"
"107",0.235518567497779,0.0637652881428237,0.0101661487431689,"LTR40","o2_dis"
"108",-0.0502252549587184,0.160867666006506,0.767477933268549,"LTR401","o2_dis"
"109",0.274815944400402,0.0828862085566652,0.0160925703369687,"LTR41","o2_dis"
"110",0.0846999999545774,0.137195291914406,0.559676770433571,"LTR43","o2_dis"
"111",NA,NA,NA,"LTR450","o2_dis"
"112",0.25446738541503,0.0507678713149551,0.00242234654894215,"LTR50","o2_dis"
"113",-0.00564514745585483,0.0633246607631216,0.931866978328503,"LTR612","o2_dis"
"114",0.106702531945849,0.0384349154613799,0.0321585053954245,"LTR62","o2_dis"
"115",0.124657950067277,0.0364490131333491,0.0141426273216434,"LTR65","o2_dis"
"116",0.155799999994614,0.0852007677036165,0.117211719718845,"LTR70","o2_dis"
"117",-0.128574676749259,0.0965537549686405,0.231333110830664,"LTR78","o2_dis"
"118",NA,NA,NA,"LTR787","o2_dis"
"119",-0.0882800252076977,0.0858973942432859,0.343709807778196,"LTR79","o2_dis"
"120",-0.0665545738163109,0.158343352400222,0.69170542754587,"LTR82","o2_dis"
"121",0.275401534574378,0.0812417068405849,0.0146773842167232,"LTR86","o2_dis"
"122",0.163573051295781,0.0375471639138003,0.00731451868301201,"LTR88","o2_dis"
"123",0.0838776541728283,0.0436938178355643,0.10331357723705,"LTR92","o2_dis"
"124",-0.00056669986096807,0.00662090674348109,0.934575079740674,"LTR1","PC_axis1"
"125",-0.000797507736809609,0.0225667829402655,0.973176178737724,"LTR105","PC_axis1"
"126",0.000127153591618415,0.0129979638379453,0.992511913146349,"LTR11","PC_axis1"
"127",-0.00906751124315651,0.0164221237123216,0.600790476914214,"LTR127","PC_axis1"
"128",NA,NA,NA,"LTR1282","PC_axis1"
"129",-0.00180377915435889,0.012804664793283,0.892583924680889,"LTR13","PC_axis1"
"130",-0.0603429432255105,0.0131532030384182,0.00374008070355034,"LTR1301","PC_axis1"
"131",NA,NA,NA,"LTR1319","PC_axis1"
"132",0.00609025702641442,0.00940269036259975,0.541145917584265,"LTR133","PC_axis1"
"133",NA,NA,NA,"LTR1348","PC_axis1"
"134",0.00709842020754843,0.00641460787582404,0.310848573114389,"LTR137","PC_axis1"
"135",NA,NA,NA,"LTR1438","PC_axis1"
"136",NA,NA,NA,"LTR1462","PC_axis1"
"137",NA,NA,NA,"LTR161","PC_axis1"
"138",NA,NA,NA,"LTR175","PC_axis1"
"139",NA,NA,NA,"LTR192","PC_axis1"
"140",NA,NA,NA,"LTR231","PC_axis1"
"141",NA,NA,NA,"LTR245","PC_axis1"
"142",-0.00902194915578434,0.00733711824083846,0.264861633070137,"LTR26","PC_axis1"
"143",-0.00464486182245205,0.0174180993973094,0.79865235396715,"LTR268","PC_axis1"
"144",0.000753832771911382,0.0148870372733929,0.961575523702664,"LTR325","PC_axis1"
"145",0.0028680738082172,0.00457261731210737,0.558034608484649,"LTR327","PC_axis1"
"146",0.00980938015851234,0.0151355808936021,0.540912497863121,"LTR33","PC_axis1"
"147",NA,NA,NA,"LTR387","PC_axis1"
"148",0.0254015237183713,0.00510566692935244,0.00251384571224002,"LTR40","PC_axis1"
"149",-0.00741146092093536,0.0295808523450017,0.812132406353387,"LTR401","PC_axis1"
"150",0.0219755507867174,0.0150983402332474,0.195777645637324,"LTR41","PC_axis1"
"151",0.00467475673430505,0.00620085309618376,0.479445582122905,"LTR43","PC_axis1"
"152",NA,NA,NA,"LTR450","PC_axis1"
"153",0.00088249869134152,0.014705137473425,0.954094298276967,"LTR50","PC_axis1"
"154",-0.00526712722170112,0.0168163315983938,0.764719379957195,"LTR612","PC_axis1"
"155",-0.0145468080542449,0.0144230457659987,0.352104590191073,"LTR62","PC_axis1"
"156",0.00819203164551025,0.0137390340726598,0.572794046700249,"LTR65","PC_axis1"
"157",-0.00356415653482081,0.00805752438574258,0.6737430386882,"LTR70","PC_axis1"
"158",0.0122239345587609,0.0115265105617927,0.329726521271703,"LTR78","PC_axis1"
"159",NA,NA,NA,"LTR787","PC_axis1"
"160",0.00896873627708643,0.0069110395245357,0.242031773785642,"LTR79","PC_axis1"
"161",0.018865315317642,0.00657237346717581,0.0349784163362745,"LTR82","PC_axis1"
"162",0.012598474447639,0.021377317681834,0.577135075387896,"LTR86","PC_axis1"
"163",0.00918864942731933,0.00359541661906951,0.0509146524244473,"LTR88","PC_axis1"
"164",0.0253052601980115,0.0102143123452356,0.0479720075207477,"LTR92","PC_axis1"
"165",-0.00513888203657385,0.00700891697006956,0.491083077588723,"LTR1","pH"
"166",0.0307320258142583,0.0115933500344684,0.0453810160807177,"LTR105","pH"
"167",0.025672903603998,0.0129361845395055,0.0944225391893726,"LTR11","pH"
"168",0.0294232851985557,0.0308266818672653,0.376699293930298,"LTR127","pH"
"169",NA,NA,NA,"LTR1282","pH"
"170",0.0291281778935106,0.03132065780082,0.388257959393063,"LTR13","pH"
"171",-0.00456241706665965,0.00665969540508613,0.518869718472929,"LTR1301","pH"
"172",NA,NA,NA,"LTR1319","pH"
"173",0.0209697601245213,0.0152387551577303,0.217950091934895,"LTR133","pH"
"174",NA,NA,NA,"LTR1348","pH"
"175",0.031799999994634,0.0680038498814118,0.656557464583387,"LTR137","pH"
"176",NA,NA,NA,"LTR1438","pH"
"177",NA,NA,NA,"LTR1462","pH"
"178",NA,NA,NA,"LTR161","pH"
"179",NA,NA,NA,"LTR175","pH"
"180",NA,NA,NA,"LTR192","pH"
"181",NA,NA,NA,"LTR231","pH"
"182",NA,NA,NA,"LTR245","pH"
"183",-0.00539999999955755,0.0699627772586574,0.94098673101465,"LTR26","pH"
"184",0.0534077356401281,0.0182043377143993,0.0261578115745855,"LTR268","pH"
"185",0.0266834022385806,0.00771758328897681,0.0180912787199214,"LTR325","pH"
"186",0.0393444124446193,0.00554781667891437,0.000863302001748937,"LTR327","pH"
"187",0.0281500759080163,0.0145926552769047,0.10197733529837,"LTR33","pH"
"188",NA,NA,NA,"LTR387","pH"
"189",0.0132351334344068,0.0119409914505404,0.310139681658577,"LTR40","pH"
"190",-0.084845600205638,0.0289246633952085,0.0325069482932775,"LTR401","pH"
"191",0.0185024842542906,0.0133032434333721,0.213667531631069,"LTR41","pH"
"192",-0.0185236862594823,0.0117907674952455,0.167231314902258,"LTR43","pH"
"193",NA,NA,NA,"LTR450","pH"
"194",0.0201949181764271,0.0118171072512683,0.1383185066384,"LTR50","pH"
"195",0.0352936716857954,0.0306853616182712,0.293839567572638,"LTR612","pH"
"196",-0.000964063325892819,0.0230078201216341,0.967936752795117,"LTR62","pH"
"197",-0.00284050300621678,0.0263478366724342,0.91766283394854,"LTR65","pH"
"198",0.00445294502088105,0.00391397872761551,0.298627299455321,"LTR70","pH"
"199",0.0188394785637323,0.0271059293565216,0.513038221942327,"LTR78","pH"
"200",NA,NA,NA,"LTR787","pH"
"201",0.0522965433862038,0.0208786919571388,0.0462283280884831,"LTR79","pH"
"202",0.0494964748201446,0.0113608139425783,0.00731243338825267,"LTR82","pH"
"203",0.0305489022882783,0.0380023871359964,0.452137159770802,"LTR86","pH"
"204",0.0328724790547775,0.0130686916489148,0.0534766531358001,"LTR88","pH"
"205",0.017942015795853,0.0306688799842781,0.579851311116457,"LTR92","pH"
"206",0.0403269960131718,0.0241743834105163,0.146325896473075,"LTR1","temp"
"207",0.0543165123616781,0.0819190217349263,0.536638072101875,"LTR105","temp"
"208",-0.0334120953444019,0.057631484399003,0.583178619901105,"LTR11","temp"
"209",0.135186888494649,0.0755535770645489,0.123775337342019,"LTR127","temp"
"210",NA,NA,NA,"LTR1282","temp"
"211",0.112012833736203,0.0425471193104393,0.0389198898469884,"LTR13","temp"
"212",0.0168938530906684,0.0347963175011483,0.644535691461758,"LTR1301","temp"
"213",NA,NA,NA,"LTR1319","temp"
"214",-0.0307584553352184,0.0317619946047325,0.37024170743749,"LTR133","temp"
"215",NA,NA,NA,"LTR1348","temp"
"216",0.175764606052315,0.0636822648765094,0.0328529592474862,"LTR137","temp"
"217",NA,NA,NA,"LTR1438","temp"
"218",NA,NA,NA,"LTR1462","temp"
"219",NA,NA,NA,"LTR161","temp"
"220",NA,NA,NA,"LTR175","temp"
"221",NA,NA,NA,"LTR192","temp"
"222",NA,NA,NA,"LTR231","temp"
"223",NA,NA,NA,"LTR245","temp"
"224",0.0983091667276457,0.0346665134278291,0.0297283196283347,"LTR26","temp"
"225",0.118007665238983,0.0395645642603494,0.024552016253949,"LTR268","temp"
"226",0.0639291954680514,0.0756435439598594,0.436596583879,"LTR325","temp"
"227",0.111218442698918,0.0713352486158177,0.179716248256497,"LTR327","temp"
"228",-0.0618910398611785,0.041099181714304,0.182806052888671,"LTR33","temp"
"229",NA,NA,NA,"LTR387","temp"
"230",-0.0374989568581249,0.043253194000726,0.419277607077996,"LTR40","temp"
"231",0.141794728661776,0.105493611103588,0.2366759663368,"LTR401","temp"
"232",-0.052896756398456,0.0416095726356633,0.250691841101402,"LTR41","temp"
"233",-0.0980892588374209,0.04142252878502,0.0556711954992586,"LTR43","temp"
"234",NA,NA,NA,"LTR450","temp"
"235",0.102655727774307,0.0470550389744985,0.0719015796648638,"LTR50","temp"
"236",0.0941691990222339,0.0328053618815733,0.0284069034120646,"LTR612","temp"
"237",-0.0100127338077587,0.0838511991547432,0.908847807842778,"LTR62","temp"
"238",0.0205379924131094,0.071646460570597,0.784015904387105,"LTR65","temp"
"239",0.0118508609599261,0.020015586374628,0.575412171376367,"LTR70","temp"
"240",0.0509933861836685,0.0810429386567986,0.552396586505882,"LTR78","temp"
"241",NA,NA,NA,"LTR787","temp"
"242",0.148127318790386,0.0788652734473236,0.109422824304245,"LTR79","temp"
"243",0.158923751681096,0.0281668522522119,0.00242644547135002,"LTR82","temp"
"244",0.041763147663104,0.0430361655897625,0.369314636431136,"LTR86","temp"
"245",0.1932340591944,0.0844423808374663,0.070794822531113,"LTR88","temp"
"246",0.0369352668154993,0.0504694823251576,0.491853520934458,"LTR92","temp"
